選手名,チーム,防御率,試合,勝利,敗北,セーブ,ホールド,勝率,打者,投球回,被安打,被本塁打,与四球,与死球,奪三振,失点,自責点,WHIP,DIPS,完投,完封,year,沢村賞
武藤　祐太,中日,3.02,33,4,0,0,3,1,167,41.2,33,1,10,1,31,15,14,1.03,2.59,0,0,2012,0
松永　浩典,西武,3.54,56,2,1,0,12,0.667,173,40.2,44,4,7,2,31,17,16,1.25,3.46,0,0,2012,0
香月　良太,オリックス,5.18,52,1,2,0,10,0.333,176,40,42,2,15,2,21,23,23,1.43,3.92,0,0,2012,0
ジオ,DeNA,3.92,8,1,6,0,0,0.143,179,39,46,2,18,2,42,18,17,1.64,3.17,0,0,2012,0
戸村　健次,楽天,3.79,9,3,2,0,0,0.6,170,38,51,1,11,0,19,17,16,1.63,3.33,0,0,2012,0
ダックワース,楽天,3.22,6,3,1,0,0,0.75,150,36.1,32,4,8,1,22,14,13,1.1,4.08,0,0,2012,0
大石　達也,西武,2.75,24,1,1,0,1,0.5,160,36,39,2,12,4,24,15,11,1.42,3.84,0,0,2012,0
大原　慎司,DeNA,1.8,33,1,0,0,5,1,143,35,31,2,15,0,20,7,7,1.31,3.75,0,0,2012,0
塚原　頌平,オリックス,3.6,16,1,1,0,2,0.5,143,35,27,3,13,0,25,14,14,1.14,3.92,0,0,2012,0
中田　廉,広島,3.89,27,1,0,0,3,1,151,34.2,38,3,12,1,26,15,15,1.44,3.87,0,0,2012,0
田中　健二朗,DeNA,4.67,15,0,2,0,0,0,153,34.2,38,3,8,2,27,19,18,1.33,3.55,0,0,2012,0
山本　省吾,DeNA,4.46,6,1,4,0,0,0.2,154,34.1,36,5,15,1,15,18,17,1.49,5.45,1,1,2012,0
矢貫　俊之,日本ハム,3.24,22,1,0,1,1,1,144,33.1,34,4,15,0,23,12,12,1.47,4.65,0,0,2012,0
林　昌範,DeNA,1.91,32,0,0,0,4,0,132,33,26,2,12,0,26,7,7,1.15,3.33,0,0,2012,0
加藤　康介,阪神,0.83,41,0,0,0,7,0,120,32.2,15,1,11,1,34,4,3,0.8,2.54,0,0,2012,0
乾　真大,日本ハム,5.51,36,1,2,0,2,0.333,140,32.2,28,3,16,0,32,20,20,1.35,3.82,0,0,2012,0
ミンチェ,オリックス,5.29,37,0,3,1,10,0,148,32.1,38,2,16,1,14,19,19,1.67,4.45,0,0,2012,0
吉川　輝昭,ソフトバンク,5.29,25,0,1,0,0,0,142,32.1,27,3,18,2,23,21,19,1.39,4.67,0,0,2012,0
小杉　陽太,DeNA,5.01,17,1,0,0,0,1,139,32.1,34,1,9,4,26,19,18,1.33,3.03,0,0,2012,0
武隈　祥太,西武,4.83,14,1,2,0,2,0.333,145,31.2,34,2,12,4,17,21,17,1.45,4.29,0,0,2012,0
高木　京介,巨人,0.57,34,2,0,1,10,1,121,31.1,16,0,10,1,28,2,2,0.83,2.39,0,0,2012,0
金　無英,ソフトバンク,1.72,29,1,1,0,3,0.5,132,31.1,31,1,7,0,28,10,6,1.21,2.42,0,0,2012,0
吉見　祐治,ロッテ,5.17,8,1,2,0,0,0.333,135,31.1,30,3,13,0,16,18,18,1.37,4.59,0,0,2012,0
田原　誠次,巨人,3.26,32,2,0,0,7,1,130,30.1,30,3,8,4,23,11,11,1.25,4.08,0,0,2012,0
浅尾　拓也,中日,1.5,29,1,0,1,15,1,120,30,21,0,9,0,29,6,5,1,2.09,0,0,2012,0
七條　祐樹,ヤクルト,4.2,6,2,3,0,0,0.4,131,30,30,3,12,2,12,15,14,1.4,5.02,0,0,2012,0
片山　博視,楽天,3.77,41,0,2,0,12,0,134,28.2,36,2,12,2,21,12,12,1.67,4.03,0,0,2012,0
川井　貴志,楽天,2.83,8,2,1,0,1,0.667,127,28.2,32,4,6,4,10,10,9,1.33,5.28,0,0,2012,0
川上　憲伸,中日,2.83,7,3,1,0,0,0.75,121,28.2,25,3,10,2,17,10,9,1.22,4.55,0,0,2012,0
篠田　純平,広島,4.88,7,1,3,0,0,0.25,127,27.2,39,4,11,1,12,15,15,1.81,5.32,0,0,2012,0
齊藤　悠葵,広島,5.2,6,2,3,0,0,0.4,123,27.2,24,2,16,1,13,17,16,1.45,4.96,0,0,2012,0
前田　祐二,オリックス,1.3,5,3,2,0,0,0.6,122,27.2,28,0,12,1,19,10,4,1.45,3.16,0,0,2012,0
阿部　和成,ロッテ,3.95,6,0,2,0,0,0,111,27.1,28,3,5,0,6,13,12,1.21,4.66,0,0,2012,0
永井　怜,楽天,3.29,5,1,3,0,0,0.25,118,27.1,29,1,10,2,22,10,10,1.43,3.3,0,0,2012,0
マシス,ロッテ,6.49,6,1,4,0,0,0.2,124,26.1,41,2,8,0,14,19,19,1.86,3.96,0,0,2012,0
上野　大樹,ロッテ,2.77,5,0,1,0,0,0,104,26,24,2,6,2,11,9,8,1.15,4.2,0,0,2012,0
正田　樹,ヤクルト,2.84,24,0,0,0,3,0,108,25.1,31,0,5,2,14,9,8,1.42,2.84,0,0,2012,0
内　竜也,ロッテ,1.8,27,1,1,4,9,0.5,102,25,23,2,4,3,23,7,5,1.08,2.8,0,0,2012,0
南　昌輝,ロッテ,0.36,26,1,0,0,6,1,110,25,19,0,15,1,22,1,1,1.36,3.28,0,0,2012,0
菊池　保則,楽天,2.88,4,1,1,0,0,0.5,110,25,30,2,5,1,24,9,8,1.4,2.96,0,0,2012,0
神内　靖,ソフトバンク,5.47,20,0,0,0,4,0,101,24.2,22,3,4,1,24,15,15,1.05,3.36,0,0,2012,0
王　溢正,DeNA,8.88,6,0,4,0,0,0,124,24.1,32,4,19,3,15,25,24,2.1,6.74,0,0,2012,0
岸本　秀樹,広島,6.75,27,0,2,0,3,0,114,24,24,1,17,0,27,20,18,1.71,3.29,0,0,2012,0
ファルケンボーグ,ソフトバンク,1.57,23,0,1,13,4,0,88,23,14,1,8,0,26,4,4,0.96,2.47,0,0,2012,0
ゴンザレス,西武,7.04,16,2,5,3,0,0.286,121,23,40,2,12,3,16,19,18,2.26,4.42,0,0,2012,0
小石　博孝,西武,4.03,9,1,1,0,0,0.5,100,22.1,18,1,15,3,7,10,10,1.48,5.36,0,0,2012,0
篠原　貴行,DeNA,4.91,50,1,3,0,16,0.25,105,22,25,2,12,3,12,14,12,1.68,4.98,0,0,2012,0
モルケン,日本ハム,3.27,23,2,1,0,9,0.667,91,22,20,1,8,0,18,8,8,1.27,3.03,0,0,2012,0
ＭＩＣＨＥＡＬ,西武,2.86,17,0,3,1,4,0,96,22,22,1,7,2,20,12,7,1.32,2.98,0,0,2012,0
横山　竜士,広島,0.42,23,2,0,0,5,1,86,21.2,11,0,9,3,15,2,1,0.92,3.12,0,0,2012,0
榊原　諒,日本ハム,2.95,17,0,0,0,2,0,94,21.1,23,2,8,0,18,9,7,1.45,3.78,0,0,2012,0
朝倉　健太,中日,7.59,16,0,0,0,0,0,93,21.1,26,3,6,1,13,18,18,1.5,4.71,0,0,2012,0
佐藤　達也,オリックス,3.43,14,0,1,0,0,0,91,21,17,0,9,0,23,10,8,1.24,2.22,0,0,2012,0
中崎　翔太,広島,2.57,12,0,1,0,1,0,84,21,15,1,8,1,14,7,6,1.1,3.69,0,0,2012,0
小林正,中日,1.31,41,2,0,0,14,1,89,20.2,16,1,5,3,17,3,3,1.02,3.12,0,0,2012,0
吉野　誠,オリックス,3.05,40,2,1,0,7,0.667,87,20.2,19,2,7,1,12,7,7,1.26,4.23,0,0,2012,0
中後　悠平,ロッテ,4.87,27,2,0,0,5,1,96,20.1,21,1,13,4,15,11,11,1.67,4.79,0,0,2012,0
江草　仁貴,広島,4.43,26,0,0,0,5,0,86,20.1,17,2,9,0,15,11,10,1.28,4.25,0,0,2012,0
ペン,ロッテ,3.98,4,1,2,0,0,0.333,87,20.1,21,0,7,0,15,11,9,1.38,2.68,0,0,2012,0
平井　諒,ヤクルト,5.68,22,2,2,1,2,0.5,82,19,21,3,5,1,10,12,12,1.37,5.07,0,0,2012,0
小笠原　孝,中日,5.3,7,0,2,0,1,0,85,18.2,24,1,4,2,14,13,11,1.5,3.28,0,0,2012,0
岩本　輝,阪神,0,3,2,1,0,0,0.667,76,18.2,11,0,11,1,11,1,0,1.18,3.87,0,0,2012,0
松井　光介,ヤクルト,4.5,20,1,0,0,1,1,77,18,17,1,6,1,12,9,9,1.28,3.68,0,0,2012,0
河内　貴哉,広島,2.08,28,1,0,0,3,1,73,17.1,12,2,8,0,13,6,4,1.15,4.5,0,0,2012,0
山田　修義,オリックス,5.71,6,0,2,0,0,0,78,17.1,19,3,9,1,7,12,11,1.62,6.29,0,0,2012,0
石井　裕也,日本ハム,1.59,18,2,1,0,6,0.667,65,17,8,2,6,0,18,3,3,0.82,3.59,0,0,2012,0
下柳　剛,楽天,5.29,4,0,2,0,0,0,80,17,27,0,1,3,4,10,10,1.65,3.36,0,0,2012,0
高堀　和也,楽天,1.15,13,3,0,0,2,1,59,15.2,10,0,1,3,12,2,2,0.7,2.35,0,0,2012,0
カルロス・ロサ,ロッテ,6,16,0,1,0,1,0,77,15,24,2,6,1,13,13,10,2,4.52,0,0,2012,0
阿部　健太,ヤクルト,3.6,15,0,0,0,0,0,62,15,12,1,6,0,9,6,6,1.2,3.79,0,0,2012,0
橋本　健太郎,ロッテ,4.2,13,0,0,0,1,0,70,15,13,1,8,2,12,9,7,1.4,4.39,0,0,2012,0
中澤　雅人,ヤクルト,2.4,3,2,0,0,0,1,66,15,15,0,5,2,8,4,4,1.33,3.45,0,0,2012,0
八木　亮祐,ヤクルト,1.8,3,1,0,0,0,1,65,15,10,1,11,1,13,4,3,1.4,4.65,0,0,2012,0
江柄子　裕樹,巨人,2.45,7,0,2,0,0,0,65,14.2,12,2,7,1,14,7,4,1.3,4.62,0,0,2012,0
古川　秀一,オリックス,10.93,10,0,0,0,0,0,72,14,27,1,4,1,16,17,17,2.21,2.83,0,0,2012,0
武藤　好貴,楽天,5.14,9,0,0,0,0,0,59,14,10,0,8,0,10,9,8,1.29,3.41,0,0,2012,0
木村　文紀,西武,4.5,8,0,0,0,0,0,59,14,13,0,7,0,6,7,7,1.43,3.76,0,0,2012,0
平野　将光,西武,3.21,3,0,0,0,0,0,61,14,19,3,2,0,5,6,5,1.5,5.62,0,0,2012,0
ハミルトン,DeNA,7.43,9,0,0,0,1,0,59,13.1,16,2,5,0,8,11,11,1.58,4.77,0,0,2012,0
中村　恭平,広島,4.85,8,0,0,0,0,0,56,13,10,0,8,1,6,8,7,1.38,4.27,0,0,2012,0
笠原　将生,巨人,5.54,4,1,0,0,0,1,64,13,18,1,5,1,14,8,8,1.77,3.35,0,0,2012,0
フェルナンデス,ヤクルト,7.11,9,1,0,0,0,1,61,12.2,15,2,9,1,4,10,10,1.89,6.91,0,0,2012,0
ドイル,ソフトバンク,3.55,3,1,1,0,0,0.5,60,12.2,14,1,9,1,7,7,5,1.82,5.41,0,0,2012,0
根本　朋久,日本ハム,0,7,0,0,0,0,0,44,12.1,8,0,4,0,6,0,0,0.97,3.12,0,0,2012,0
二神　一人,阪神,4.38,4,0,1,0,0,0,49,12.1,14,2,2,0,7,7,6,1.3,4.58,0,0,2012,0
植村　祐介,日本ハム,3.75,9,1,0,0,0,1,51,12,8,1,7,1,12,5,5,1.25,4.2,0,0,2012,0
ネルソン,中日,7.15,6,0,1,0,1,0,54,11.1,14,1,7,0,8,10,9,1.85,4.71,0,0,2012,0
巽　真悟,ソフトバンク,8.74,4,0,1,0,0,0,62,11.1,18,2,7,2,5,13,11,2.21,6.91,0,0,2012,0
高橋　聡文,中日,6.55,11,0,0,0,0,0,49,11,11,2,6,2,7,8,8,1.55,6.39,0,0,2012,0
鄭　凱文,阪神,2.45,10,0,0,0,1,0,48,11,10,1,4,0,6,3,3,1.27,4.3,0,0,2012,0
小野　淳平,巨人,5.73,9,0,1,0,0,0,48,11,10,3,3,2,5,7,7,1.18,7.12,0,0,2012,0
星野　真澄,巨人,3.48,6,1,0,0,1,1,41,10.1,9,1,1,1,7,4,4,0.97,3.6,0,0,2012,0
比嘉　幹貴,オリックス,1.8,12,1,0,0,1,1,34,10,8,0,0,0,5,2,2,0.8,2.12,0,0,2012,0
山本　淳,西武,6.52,4,0,1,0,0,0,47,9.2,12,1,6,1,3,8,7,1.86,6.02,0,0,2012,0
伊藤　準規,中日,0.93,2,1,0,0,0,1,35,9.2,3,0,5,0,3,1,1,0.83,4.05,0,0,2012,0
古谷　拓哉,ロッテ,5.79,10,0,0,0,0,0,48,9.1,15,2,6,0,2,6,6,2.25,7.41,0,0,2012,0
橋本　義隆,楽天,4.82,8,0,0,0,0,0,44,9.1,14,0,1,2,6,5,5,1.61,2.8,0,0,2012,0
須田　幸太,DeNA,8.68,2,0,2,0,0,0,45,9.1,12,1,7,0,7,9,9,2.04,5.26,0,0,2012,0
土屋　朋弘,楽天,1.04,8,1,0,0,0,1,31,8.2,5,0,3,0,2,1,1,0.92,3.7,0,0,2012,0
福田　岳洋,DeNA,9.72,5,0,0,0,0,0,41,8.1,9,1,5,1,6,10,9,1.68,5.4,0,0,2012,0
矢地　健人,中日,2.16,5,0,0,0,0,0,33,8.1,5,1,2,0,7,3,2,0.84,3.72,0,0,2012,0
田中　靖洋,西武,6.48,5,0,0,0,0,0,40,8.1,10,1,6,0,6,6,6,1.92,5.4,0,0,2012,0
クレイマー,DeNA,10.8,2,0,1,0,0,0,48,8.1,17,2,6,0,5,10,10,2.76,7.2,0,0,2012,0
香月　良仁,ロッテ,5.4,2,1,1,0,0,0.5,40,8.1,10,0,6,0,5,8,5,1.92,4.08,0,0,2012,0
鈴木　義広,中日,5.63,9,0,0,0,0,0,37,8,8,0,5,0,4,5,5,1.63,3.62,0,0,2012,0
久古　健太郎,ヤクルト,5.63,9,0,0,0,1,0,37,8,9,2,3,0,6,7,5,1.5,6,0,0,2012,0
久本　祐一,中日,4.5,5,0,0,0,0,0,38,8,8,1,5,1,6,4,4,1.63,5.12,0,0,2012,0
秋山　拓巳,阪神,9,2,1,1,0,0,0.5,39,8,15,3,2,0,6,8,8,2.13,6.87,0,0,2012,0
菊地原　毅,広島,4.7,14,0,1,0,3,0,37,7.2,7,0,4,1,3,4,4,1.43,4.29,0,0,2012,0
ピント,ソフトバンク,7.36,2,1,1,0,0,0.5,39,7.1,9,1,7,1,6,8,6,2.18,6.53,0,0,2012,0
林　昌勇,ヤクルト,0,9,0,0,0,3,0,28,7,6,0,2,0,7,0,0,1.14,1.98,0,0,2012,0
佐藤　祥万,DeNA,6.43,6,0,0,0,1,0,31,7,9,1,3,0,4,5,5,1.71,5.12,0,0,2012,0
牛田　成樹,DeNA,6.43,5,0,0,0,0,0,34,7,10,1,5,0,10,5,5,2.14,4.26,0,0,2012,0
西川　健太郎,中日,1.29,3,0,0,0,0,0,24,7,1,1,2,0,4,1,1,0.43,4.69,0,0,2012,0
梅津　智弘,広島,4.05,9,0,0,0,1,0,38,6.2,11,0,4,3,5,5,3,2.25,4.77,0,0,2012,0
木村　雄太,ロッテ,4.05,4,0,0,0,0,0,31,6.2,7,1,3,1,7,3,3,1.5,4.77,0,0,2012,0
松岡　健一,ヤクルト,0,7,0,0,0,2,0,29,6.1,8,0,2,1,5,0,0,1.58,2.96,0,0,2012,0
甲藤　啓介,ソフトバンク,2.84,6,0,1,0,0,0,29,6.1,5,0,5,0,3,2,2,1.58,4.54,0,0,2012,0
伊藤　義弘,ロッテ,3,6,0,1,0,2,0,24,6,8,0,1,0,3,4,2,1.5,2.62,0,0,2012,0
ケッペル,日本ハム,9,2,0,1,0,0,0,31,6,12,0,2,0,2,6,6,2.33,3.45,0,0,2012,0
近藤　一樹,オリックス,4.5,1,0,1,0,0,0,27,6,8,0,1,0,3,4,3,1.5,2.62,0,0,2012,0
荻野　忠寛,ロッテ,3.18,5,0,0,0,1,0,23,5.2,5,2,1,0,3,2,2,1.06,7.18,0,0,2012,0
小嶋　達也,阪神,3.38,4,0,0,0,0,0,28,5.1,6,0,4,3,8,2,2,1.88,4.06,0,0,2012,0
一岡　竜司,巨人,3.6,4,0,0,0,0,0,21,5,5,0,0,1,3,3,2,1,2.52,0,0,2012,0
東野　峻,巨人,3.6,1,0,0,0,0,0,18,5,3,1,0,1,2,2,2,0.6,5.52,0,0,2012,0
歳内　宏明,阪神,1.8,1,0,0,0,0,0,21,5,4,0,2,0,3,1,1,1.2,3.12,0,0,2012,0
小野寺　力,ヤクルト,7.71,4,0,0,0,0,0,20,4.2,6,1,0,0,4,4,4,1.29,4.19,0,0,2012,0
千賀　滉大,ソフトバンク,9.64,2,0,1,0,0,0,29,4.2,7,0,8,0,1,7,5,3.21,7.83,0,0,2012,0
上園　啓史,楽天,5.79,1,0,1,0,0,0,21,4.2,7,0,2,1,2,3,3,1.93,4.19,0,0,2012,0
嘉弥真　新也,ソフトバンク,12.46,4,0,0,0,0,0,23,4.1,6,0,5,0,2,8,6,2.54,5.66,0,0,2012,0
越智　大祐,巨人,11.25,5,0,1,0,0,0,24,4,9,2,4,0,0,5,5,3.25,11.87,0,0,2012,0
佐竹　健太,楽天,15.75,3,0,0,0,0,0,23,4,8,3,2,0,1,8,7,2.5,13.87,0,0,2012,0
江尻　慎太郎,DeNA,13.5,2,0,0,0,0,0,20,4,7,2,3,0,3,6,6,2.5,10.37,0,0,2012,0
小川　龍也,中日,4.5,1,0,1,0,0,0,17,4,4,1,1,0,3,2,2,1.25,5.62,0,0,2012,0
伊藤　和雄,阪神,6.75,1,0,1,0,0,0,22,4,7,0,3,0,2,4,3,2.5,4.37,0,0,2012,0
藤原　正典,阪神,7.36,5,0,0,0,0,0,19,3.2,6,0,2,0,3,3,3,2.18,3.12,0,0,2012,0
高橋　秀聡,オリックス,7.36,5,0,0,0,0,0,17,3.2,5,0,2,0,2,3,3,1.91,3.67,0,0,2012,0
藤田　太陽,西武,14.73,3,0,0,0,0,0,21,3.2,9,2,1,1,3,6,6,2.73,10.21,0,0,2012,0
井上　雄介,楽天,4.91,2,0,0,0,0,0,17,3.2,6,0,0,0,3,2,2,1.64,1.48,0,0,2012,0
星野　智樹,西武,10.8,6,0,0,0,0,0,19,3.1,7,0,2,0,4,4,4,2.7,1.62,0,0,2012,0
ペニー,ソフトバンク,10.8,1,0,1,0,0,0,19,3.1,7,0,3,0,1,6,4,3,5.22,0,0,2012,0
久保田　智之,阪神,6,4,0,0,0,0,0,13,3,3,0,1,0,2,2,2,1.33,2.79,0,0,2012,0
野間口　貴彦,巨人,0,3,0,0,0,0,0,11,3,2,0,1,0,2,0,0,1,2.79,0,0,2012,0
カストロ,ソフトバンク,6,3,0,0,0,0,0,14,3,5,1,0,0,2,3,2,1.67,6.12,0,0,2012,0
川原　弘之,ソフトバンク,0,2,0,0,0,0,0,10,3,1,0,0,0,3,0,0,0.33,1.12,0,0,2012,0
三瀬　幸司,中日,0,2,0,0,0,1,0,12,3,3,0,0,0,5,0,0,1,-0.21,0,0,2012,0
岡本　洋介,西武,15,1,0,1,0,0,0,18,3,7,0,1,1,1,5,5,2.67,4.45,0,0,2012,0
戸田　隆矢,広島,6,1,0,1,0,0,0,15,3,4,0,2,0,0,2,2,2,5.12,0,0,2012,0
ロメロ,ソフトバンク,10.13,3,0,0,0,0,0,13,2.2,5,1,0,0,2,4,3,1.88,6.5,0,0,2012,0
宮田　和希,西武,0,3,0,0,0,0,0,12,2.2,0,0,3,1,4,0,0,1.13,4.62,0,0,2012,0
白仁田　寛和,阪神,3.38,2,0,0,0,0,0,10,2.2,3,0,0,0,0,1,1,1.13,3.12,0,0,2012,0
帆足　和幸,ソフトバンク,13.5,1,0,1,0,0,0,15,2.2,5,0,3,1,1,4,4,3,6.87,0,0,2012,0
松本　幸大,ロッテ,7.71,3,0,0,0,0,0,13,2.1,5,0,1,0,1,2,2,2.57,3.55,0,0,2012,0
平井　正史,中日,11.57,2,0,1,0,1,0,14,2.1,5,0,1,1,3,3,3,2.57,3.12,0,0,2012,0
鴨志田　貴司,オリックス,0,2,0,0,0,0,0,8,2.1,0,0,2,0,1,0,0,0.86,4.83,0,0,2012,0
若竹　竜士,日本ハム,3.86,2,0,0,0,0,0,14,2.1,3,1,3,1,0,1,1,2.57,13.83,0,0,2012,0
藤原　良平,西武,19.29,1,0,0,0,0,0,18,2.1,8,1,3,0,0,5,5,4.71,12.55,0,0,2012,0
渡辺　恒樹,ヤクルト,13.5,3,0,0,0,0,0,13,2,5,1,2,0,2,3,3,3.5,10.62,0,0,2012,0
桑原　謙太朗,オリックス,0,2,0,0,0,0,0,8,2,0,0,1,1,1,0,0,0.5,5.12,0,0,2012,0
福山　博之,DeNA,18,2,0,0,0,0,0,10,2,3,0,1,1,0,4,4,2,6.12,0,0,2012,0
阿斗里,DeNA,13.5,2,0,0,0,0,0,14,2,3,0,5,0,2,3,3,4,8.62,0,0,2012,0
伊藤　拓郎,DeNA,0,2,0,0,0,1,0,9,2,1,0,2,0,2,0,0,1.5,4.12,0,0,2012,0
小熊　凌祐,中日,13.5,1,0,0,0,0,0,12,2,2,0,4,0,1,3,3,3,8.12,0,0,2012,0
西川　雅人,オリックス,20.25,2,0,0,0,0,0,11,1.1,4,0,1,1,0,4,3,3.75,7.62,0,0,2012,0
久保　裕也,巨人,9,2,0,0,0,0,0,8,1,2,0,2,1,1,3,1,4,10.12,0,0,2012,0
ロメロ,巨人,0,1,0,0,0,0,0,5,1,0,0,1,0,1,1,0,1,4.12,0,0,2012,0
高宮　和也,オリックス,9,1,0,0,0,0,0,4,1,2,1,0,0,0,1,1,2,16.12,0,0,2012,0
木田　優夫,日本ハム,0,1,0,0,0,0,0,5,1,2,0,1,0,0,0,0,3,6.12,0,0,2012,0
レデズマ,ロッテ,18,1,0,0,0,0,0,7,1,2,0,1,0,1,3,2,3,4.12,0,0,2012,0
糸数　敬作,日本ハム,0,1,0,0,0,0,0,3,0.1,1,0,1,0,0,0,0,6,12.12,0,0,2012,0
大島　崇行,広島,0,1,0,0,0,0,0,2,0.1,0,0,1,0,0,0,0,3,12.12,0,0,2012,0
有銘　兼久,楽天,-,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,-,-,0,0,2012,0
真田　裕貴,巨人,-,1,0,0,0,0,0,4,0,4,0,0,0,0,3,3,-,-,0,0,2012,0
土屋　健二,日本ハム,-,1,0,1,0,0,0,5,0,4,1,1,0,0,5,5,-,-,0,0,2012,0
金子　千尋,オリックス,2.01,29,15,8,0,0,0.652,881,223.1,166,10,58,3,200,55,50,1,2.73,10,3,2013,0
田中　将大,楽天,1.27,28,24,0,1,0,1,822,212,168,6,32,3,183,35,30,0.94,2.26,8,2,2013,1
メッセンジャー,阪神,2.89,30,12,8,0,0,0.6,811,196.1,174,13,56,4,183,68,63,1.17,3.03,6,3,2013,0
能見　篤史,阪神,2.69,25,11,7,0,0,0.611,724,180.2,155,18,41,0,127,57,54,1.08,3.67,6,2,2013,0
岸　孝之,西武,3.08,26,11,5,0,0,0.688,716,178.1,155,17,31,6,138,63,61,1.04,3.42,3,2,2013,0
小川　泰弘,ヤクルト,2.93,26,16,4,0,0,0.8,722,178,155,9,45,2,135,63,58,1.12,3.04,4,3,2013,0
菅野　智之,巨人,3.12,27,13,6,0,0,0.684,729,176,166,10,37,5,155,70,61,1.15,2.81,1,0,2013,0
三浦　大輔,DeNA,3.94,27,9,13,0,0,0.409,731,175.2,181,26,33,1,109,88,77,1.22,4.38,2,1,2013,0
前田　健太,広島,2.1,26,15,7,0,0,0.682,690,175.2,129,13,40,2,158,46,41,0.96,2.98,3,1,2013,0
バリントン,広島,3.23,28,11,9,0,0,0.55,710,172.2,154,17,41,14,117,67,62,1.13,3.97,0,0,2013,0
則本　昂大,楽天,3.34,27,15,8,0,0,0.652,695,170,142,14,51,6,134,65,63,1.14,3.6,3,0,2013,0
唐川　侑己,ロッテ,4.18,27,9,11,0,0,0.45,728,168,185,12,46,3,80,85,78,1.38,3.94,0,0,2013,0
西　勇輝,オリックス,3.63,28,9,8,0,0,0.529,708,166,178,13,42,14,137,74,67,1.33,3.5,3,0,2013,0
牧田　和久,西武,2.6,26,8,9,0,0,0.471,690,166,169,13,39,9,87,54,48,1.25,3.94,3,1,2013,0
十亀　剣,西武,3.45,28,8,8,0,1,0.5,688,164.1,158,12,44,9,122,68,63,1.23,3.53,6,2,2013,0
大竹　寛,広島,3.37,25,10,10,0,0,0.5,675,163,152,13,49,4,100,64,61,1.23,3.89,1,0,2013,0
攝津　正,ソフトバンク,3.05,25,15,8,0,0,0.652,662,162.1,138,11,42,8,146,68,55,1.11,3.13,3,1,2013,0
スタンリッジ,阪神,2.74,26,8,12,0,0,0.4,677,160.2,161,12,47,4,124,62,49,1.29,3.46,2,2,2013,0
吉川　光夫,日本ハム,3.31,26,7,15,0,0,0.318,686,160.1,150,10,57,5,125,72,59,1.29,3.53,1,0,2013,0
内海　哲也,巨人,3.31,25,13,6,0,0,0.684,675,160.1,157,11,47,6,107,68,59,1.27,3.65,1,0,2013,0
澤村　拓一,巨人,3.13,34,5,10,0,6,0.333,654,158.1,138,18,43,5,148,58,55,1.14,3.64,3,1,2013,0
杉内　俊哉,巨人,3.35,24,11,6,0,0,0.647,619,153,122,19,49,7,149,60,57,1.12,3.87,2,1,2013,0
野上　亮磨,西武,3.95,30,11,7,0,1,0.611,643,152.2,141,17,41,8,93,71,67,1.19,4.29,0,0,2013,0
八木　亮祐,ヤクルト,4.44,26,5,13,0,0,0.278,667,152,169,18,59,2,122,77,75,1.5,4.22,1,1,2013,0
野村　祐輔,広島,3.74,23,12,6,0,0,0.667,620,149.1,142,13,37,7,103,70,62,1.2,3.74,2,0,2013,0
石川　雅規,ヤクルト,3.52,24,6,9,0,0,0.4,623,148.1,149,15,33,6,85,73,58,1.23,4.06,2,0,2013,0
三嶋　一輝,DeNA,3.94,34,6,9,0,1,0.4,642,146.1,138,20,79,0,145,67,64,1.48,4.53,2,1,2013,0
大野　雄大,中日,3.81,25,10,10,0,0,0.5,624,146.1,151,12,43,5,117,65,62,1.33,3.55,1,0,2013,0
木佐貫　洋,日本ハム,3.66,24,9,8,0,0,0.529,620,145,141,10,50,5,95,64,59,1.32,3.82,2,1,2013,0
西野　勇士,ロッテ,3.8,24,9,6,0,0,0.6,588,139.2,140,5,40,3,106,61,59,1.29,2.95,0,0,2013,0
藤浪　晋太郎,阪神,2.75,24,10,6,0,0,0.625,563,137.2,119,10,44,2,126,48,42,1.18,3.24,0,0,2013,0
ディクソン,オリックス,2.77,23,8,8,0,0,0.5,551,130,128,7,47,4,88,48,40,1.35,3.64,0,0,2013,0
ウルフ,日本ハム,3.05,22,9,6,0,0,0.6,550,130,134,6,32,5,60,50,44,1.28,3.65,1,1,2013,0
武田　勝,日本ハム,3.91,22,8,7,0,0,0.533,546,129,139,11,27,4,47,62,56,1.29,4.2,2,0,2013,0
藤岡　貴裕,ロッテ,3.95,39,6,10,0,3,0.375,509,118.1,116,9,46,6,76,54,52,1.37,4.12,0,0,2013,0
藤井　秀悟,DeNA,3.54,21,6,5,0,0,0.545,510,117,114,14,58,4,61,51,46,1.47,5.17,3,1,2013,0
カブレラ,中日,3.09,20,6,5,0,0,0.545,492,116.2,109,6,36,6,98,48,40,1.24,3.16,0,0,2013,0
村中　恭兵,ヤクルト,5,25,5,9,0,0,0.357,520,111.2,139,12,55,8,65,65,62,1.74,5.02,0,0,2013,0
菊池　雄星,西武,1.92,17,9,4,0,0,0.692,441,108,79,5,44,3,92,28,23,1.14,3.32,3,3,2013,0
ホールトン,巨人,3.73,18,9,4,0,0,0.692,426,103.2,85,14,32,5,67,45,43,1.13,4.62,2,0,2013,0
帆足　和幸,ソフトバンク,4.58,19,8,7,0,0,0.533,413,98.1,98,5,40,6,46,50,50,1.4,4.25,0,0,2013,0
